"","c7","c8","c11","c12","c14","c17","c18","c1","c2","c5","c6","c9","c10","c15","c13","c16"
"SNAR-A5_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-B2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-B1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-B2_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-B1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-D",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"IZUMO2",0,0,0,0,0,0,0,127,280,0,0,0,1,0,0,0
"MYH14",0,0,0,4,0,2,4,26,37,0,0,0,3,0,0,16
"KCNC3",0,0,4,2,0,2,0,21,30,2,0,0,2,0,0,0
"NAPSB",0,0,1,0,0,0,2,3,3,4,0,1,0,1,0,0
"NAPSA",10,30,15,24,0,13,18,5,17,12,5,24,19,24,0,64
"NR1H2",1716,1684,5499,4159,467,7517,6960,5866,5659,1096,1331,3097,5251,3097,1962,26495
"POLD1",204,179,713,434,37,976,792,580,766,136,172,454,632,454,192,3953
"SPIB",2,0,0,0,0,0,1,12,14,0,2,6,4,6,0,0
"MYBPC2",0,0,7,1,0,4,2,18,12,2,1,3,2,3,0,8
"FAM71E1",15,6,27,20,2,31,33,42,46,2,3,12,27,12,11,133
"EMC10",2280,1921,7346,4678,693,10703,9393,9914,9678,1543,1489,4431,6826,4431,2828,32266
"JOSD2",401,387,1223,978,103,2082,1627,675,1090,308,239,712,1231,712,511,7808
"ASPDH",13,7,12,7,3,12,7,21,17,3,14,30,22,30,20,72
"LRRC4B",8,6,24,12,0,11,10,25,36,6,6,8,17,8,4,60
"SNAR-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYT3",4,5,22,14,1,14,30,37,30,3,3,8,21,8,6,110
"C19orf81",2,5,11,3,2,18,10,2,4,4,5,5,8,5,3,67
"SHANK1",65,49,218,167,2,248,202,179,137,42,87,116,159,116,90,841
"CLEC11A",2486,2109,7857,7129,716,6384,6971,3940,5248,1759,1736,6193,9671,6193,1921,32064
"GPR32",0,0,0,2,0,0,0,11,6,0,0,0,2,0,0,0
"LOC105372440",1,0,4,1,0,5,9,0,0,2,2,4,4,4,0,0
"ACPT",18,13,22,19,1,15,32,9,16,6,16,24,43,24,16,118
"C19orf48",650,602,1777,1363,116,3011,2703,2082,1898,482,496,871,1866,871,777,4082
"SNORD88B",2,6,7,12,3,17,18,49,46,5,11,9,42,9,8,22
"SNORD88A",7,4,0,0,2,6,3,2756,3573,0,6,7,6,7,2,1
"SNORD88C",2,1,2,1,2,1,6,4912,5155,3,0,2,0,2,5,0
"LINC01869",6,4,12,11,3,2,9,6,1,1,6,4,14,4,3,14
"KLK1",0,0,4,0,0,0,0,5,2,0,0,0,0,0,0,0
"KLK15",0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0
"LOC105372441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK3",0,0,0,2,0,0,0,8,12,0,0,0,0,0,0,0
"KLK2",0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0
"KLKP1",0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0
"KLK4",0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0
"KLK5",0,0,2,0,0,0,2,10,10,0,0,0,1,0,0,10
"KLK6",0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
"KLK7",0,0,0,0,0,0,0,6,7,0,0,0,1,0,0,0
"KLK8",0,0,0,0,0,0,0,5,9,0,0,0,2,0,0,0
"KLK9",0,0,0,3,0,0,0,7,8,0,0,0,0,0,0,0
"KLK10",0,0,0,0,0,0,0,11,25,0,0,0,3,0,0,0
"KLK11",0,0,0,6,0,0,0,6,6,0,0,0,1,0,0,0
"KLK12",0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0
"KLK13",0,3,0,0,0,0,0,10,4,0,0,0,2,0,0,0
"KLK14",0,0,2,0,0,0,0,5,3,0,0,0,1,0,0,0
"CTU1",159,158,537,345,42,775,470,203,192,97,122,277,543,277,152,3102
"SIGLEC9",0,0,0,0,0,0,0,12,4,0,0,2,2,2,0,0
"SIGLEC7",0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0
"LOC101928517",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SIGLEC17P",0,0,0,1,0,0,0,13,9,0,0,0,0,0,0,0
"MIR8074",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD33",0,2,0,1,0,2,2,9,10,0,0,0,1,0,0,0
"SIGLECL1",0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0
"LINC01872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGLON5",0,0,0,5,0,2,2,13,16,0,0,2,10,2,2,8
"VSIG10L",48,61,167,137,8,139,121,93,49,50,61,65,156,65,45,474
"ETFB",1370,1168,3616,3245,596,3736,3893,2736,3756,846,866,2982,4183,2982,1396,10820
"CLDND2",19,8,30,43,4,18,11,19,32,9,10,34,29,34,7,125
"NKG7",0,0,0,1,0,0,0,3,9,0,0,0,1,0,0,0
"LIM2",0,0,0,2,0,0,0,3,11,0,0,0,1,0,0,0
"C19orf84",0,0,0,0,0,0,0,15,20,0,0,0,2,0,0,0
"SIGLEC10",1,0,0,0,0,0,0,11,28,0,0,0,7,0,0,0
"LOC100129083",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"SIGLEC8",0,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0
"CEACAM18",0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0
"SIGLEC12",0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0
"SIGLEC6",0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0
"ZNF175",275,202,646,297,52,642,578,403,438,251,278,519,553,519,400,548
"LINC01530",7,6,32,25,4,24,33,37,14,3,15,34,40,34,15,32
"SIGLEC5",0,0,0,0,0,0,0,8,5,0,2,0,1,0,0,0
"SIGLEC14",0,0,0,2,0,2,0,4,7,0,0,0,4,0,2,0
"SPACA6P-AS",3,21,12,75,6,7,50,16,83,31,27,47,121,47,5,143
"SPACA6",173,205,358,506,43,234,483,284,484,90,206,386,885,386,150,1618
"MIR99B",0,0,3,7,0,0,1,0,2,0,1,1,6,1,1,13
"MIRLET7E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR125A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAS1",2,4,12,28,4,13,62,23,52,2,14,13,48,13,17,622
"FPR1",2,7,16,12,0,20,14,3,16,1,2,10,4,10,2,0
"FPR2",0,0,0,0,0,0,2,20,55,0,0,0,1,0,0,0
"FPR3",0,2,0,0,0,0,0,9,12,0,0,0,0,0,0,0
"ZNF577",198,136,374,341,11,153,352,187,281,75,170,309,413,309,67,505
"ZNF649-AS1",1,0,1,6,0,0,13,2,5,0,4,1,8,1,2,3
"ZNF649",171,160,398,391,15,518,641,252,315,115,177,298,636,298,193,505
"ZNF613",101,45,261,159,11,382,289,205,154,88,61,236,242,236,140,388
"ZNF350-AS1",2,5,9,11,0,10,8,2,1,0,2,4,6,4,0,4
"ZNF350",276,202,541,469,48,596,847,424,586,147,237,375,586,375,267,747
"ZNF615",248,205,756,392,46,817,777,295,363,203,272,418,697,418,277,881
"ZNF614",440,392,1021,904,92,967,1594,554,521,286,506,594,1199,594,668,1838
"ZNF432",310,204,678,505,63,725,868,252,468,186,358,580,961,580,378,936
"ZNF841",505,452,1245,1048,59,1052,1243,441,612,231,480,875,1450,875,493,1647
"ZNF616",364,212,858,353,57,781,627,381,353,248,275,610,640,610,362,716
"ZNF836",143,110,378,189,15,366,434,228,98,115,134,333,405,333,160,551
"PPP2R1A",4383,4114,12196,8153,1027,18002,19562,15204,12955,3008,3543,6048,11404,6048,5714,15981
"MIR6801",0,2,2,5,1,2,2,0,0,3,2,0,9,0,1,1
"ZNF766",390,233,1165,677,45,1060,1081,701,722,228,335,757,1170,757,429,1619
"MIR643",4,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0
"ZNF480",396,319,927,538,44,1078,1052,353,348,267,320,491,1094,491,530,1266
"ZNF610",105,82,274,145,2,191,208,90,98,65,89,171,217,171,32,138
"ZNF880",268,240,857,608,42,837,1115,332,480,175,275,548,886,548,285,1301
"ZNF528-AS1",37,40,122,76,6,98,135,40,50,36,52,105,145,105,68,96
"ZNF528",505,431,1378,932,75,1260,1482,456,519,357,506,1010,1460,1010,501,1507
"ZNF534",4,3,14,2,0,4,5,10,4,0,0,4,10,4,2,6
"ZNF578",94,25,264,140,11,250,276,60,117,95,82,196,303,196,146,392
"ZNF808",220,252,710,543,57,833,815,123,203,157,321,490,806,490,419,911
"ZNF701",205,213,472,449,10,425,736,164,329,120,240,292,585,292,227,824
"ZNF137P",20,14,30,27,1,43,23,34,23,28,18,41,38,41,38,88
"ZNF83",969,792,2196,1875,76,1332,1992,499,664,493,1039,1731,2587,1731,431,2172
"ZNF611",204,218,691,406,48,694,779,138,111,137,208,455,677,455,347,970
"ZNF600",155,121,352,334,28,480,682,58,108,128,176,260,458,260,194,592
"ZNF28",306,222,811,497,49,978,1091,220,440,200,286,541,987,541,535,1069
"ZNF468",431,414,904,911,61,1358,1630,164,288,278,364,599,1370,599,710,1095
"ZNF320",568,471,1369,752,132,1376,1343,263,300,289,519,966,1568,966,734,1806
"ZNF888",56,53,261,127,11,171,248,34,63,43,61,138,260,138,142,243
"ZNF321P",0,1,2,2,1,1,2,0,0,0,2,1,4,1,4,0
"ZNF816-ZNF321P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF816",151,101,359,223,9,345,354,64,84,112,124,243,334,243,124,372
"ZNF702P",173,91,295,154,12,262,204,55,62,103,105,166,254,166,96,125
"ERVV-1",0,0,0,0,0,0,0,3,7,0,0,0,2,0,0,0
"ERVV-2",0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
"ZNF160",654,573,2026,1237,129,1963,2323,974,823,509,836,1420,2309,1420,953,3019
"ZNF415",209,122,425,268,26,318,425,227,209,107,162,231,379,231,119,761
"ZNF347",295,223,870,479,42,775,795,309,348,185,289,557,831,557,328,723
"ZNF665",95,64,270,160,11,209,187,85,107,57,60,163,280,163,80,244
"ZNF818P",177,98,446,213,37,399,343,117,137,121,167,329,438,329,218,153
"ZNF677",90,65,238,183,22,242,265,237,234,60,56,135,282,135,116,302
"VN1R2",0,2,0,0,0,0,0,3,7,0,0,0,0,0,0,0
"VN1R4",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"FAM90A27P",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BIRC8",0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0
"ZNF845",351,279,833,624,59,976,1164,249,296,216,390,663,1028,663,421,1099
"ZNF525",142,119,352,198,9,391,398,141,170,105,110,233,291,233,130,406
"ZNF765",228,202,552,481,37,707,978,100,146,156,218,360,709,360,332,522
"TPM3P9",71,58,191,128,13,187,233,124,98,42,86,138,213,138,93,217
"ZNF761",380,308,1051,664,40,1176,1269,260,305,249,399,792,1224,792,400,1380
"ZNF813",83,129,335,234,7,281,379,128,132,105,135,267,397,267,165,479
"ZNF331",559,490,1346,860,37,1355,1450,804,580,353,562,864,1421,864,621,1515
"LOC284379",0,0,0,0,0,0,0,5,7,0,0,1,0,1,0,0
"DPRX",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"MIR512-2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR512-1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR512-2_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR512-1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR498",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MIR520E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR515-2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR515-1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR519E",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"MIR520F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR515-2_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR515-1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR519C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1283-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR526B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MIR519B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR525",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"MIR523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR518F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR518B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR526A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR518C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR517A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR519D",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"MIR521-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR517B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR516B2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR526A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR518E",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MIR518A1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR518D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR516B1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MIR518A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR517C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR520H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR521-1",0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0
"MIR522",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR519A1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"MIR527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR516A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1283-2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR516A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR519A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR371A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR371B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLRP12",0,0,0,0,0,0,0,21,37,0,0,2,0,2,0,0
"MYADM",1497,1683,4781,3594,714,7796,8018,2337,689,1220,2191,2295,8078,2295,4862,8167
"PRKCG",0,4,1,2,0,0,4,13,7,0,0,3,4,3,1,0
"CACNG7",0,0,4,0,0,2,4,23,26,0,0,0,2,0,2,0
"CACNG8",0,0,2,3,0,0,2,58,90,0,0,0,8,0,1,0
"MIR935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNG6",0,3,6,2,0,9,13,13,13,0,0,0,3,0,6,82
"VSTM1",0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"TARM1",0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0
"OSCAR",30,46,69,46,2,49,66,42,59,25,40,29,72,29,35,175
"NDUFA3",380,287,945,1038,162,936,1279,443,253,250,188,334,1265,334,284,256
"TFPT",182,150,531,492,76,526,607,349,385,114,150,373,536,373,223,1855
"PRPF31",783,751,2666,2026,311,3030,3182,2389,3046,497,598,1645,2426,1645,1111,13955
"CNOT3",237,275,1092,644,39,784,1153,881,141,158,269,489,948,489,278,3177
"LENG1",114,113,348,329,103,328,416,206,423,71,141,264,437,264,188,2714
"TMC4",22,22,51,53,2,36,65,61,74,26,29,55,63,55,20,55
"MBOAT7",1343,1215,5245,2892,273,5781,5131,2005,970,892,1070,2159,4183,2159,1670,25135
"TSEN34",1048,1007,2971,2157,288,3993,3661,2257,2176,712,668,1479,2495,1479,1385,8086
"RPS9",9835,8065,27947,28918,4227,43234,46532,11204,13661,6885,6092,19205,35993,19205,11937,69845
"LILRB3",17,8,6,18,5,16,17,8,10,4,5,4,28,4,10,25
"LILRA6",0,0,3,2,0,2,4,8,5,0,4,5,4,5,1,0
"LILRB5",0,0,0,0,0,0,0,8,6,0,0,0,2,0,0,0
"LILRB2",0,0,0,1,0,0,0,9,11,0,0,0,5,0,0,0
"MIR4752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRA3",0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0
"LILRA5",0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
"LILRA4",0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0
"LAIR1",0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0
"TTYH1",17,5,20,8,1,19,3,14,12,9,5,40,35,40,8,121
"LENG8-AS1",66,38,105,61,22,62,82,41,13,42,102,123,106,123,44,63
"LENG8",951,885,2289,1956,107,984,1962,803,550,472,1086,1611,2516,1611,551,7514
"LENG9",126,109,450,176,25,486,283,238,410,93,72,262,353,262,114,1850
"CDC42EP5",1537,1419,3659,4484,477,5011,4648,1506,1712,1087,947,2420,5468,2420,1483,27876
"LAIR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR3DX1",0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0
"LILRA2",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,8
"LILRA1",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
"LILRB1",0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
"MIR8061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRB4",0,0,0,2,0,0,0,4,12,0,0,0,0,0,0,0
"LILRP2",0,0,0,2,0,0,0,15,18,0,0,0,0,0,0,0
"KIR3DL3",0,0,0,2,0,0,0,5,4,0,0,0,1,0,0,0
"KIR2DL3",0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0
"LOC101928804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL1",0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"KIR2DL4",0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0
"KIR3DL1",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"KIR2DS4",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"KIR3DL2",0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0
"FCAR",0,0,0,0,0,0,0,4,6,0,0,0,5,0,0,0
"NCR1",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
"NLRP7",0,0,0,0,0,0,0,7,7,0,0,0,1,0,0,6
"NLRP2",0,0,4,8,3,12,0,13,13,0,1,6,3,6,2,2
"GP6",0,0,0,1,0,2,3,9,11,2,0,0,4,0,3,0
"RDH13",123,90,314,189,23,347,287,317,211,71,84,206,273,206,113,1267
"EPS8L1",28,16,92,56,25,166,122,142,143,17,27,86,87,86,80,710
"PPP1R12C",1845,1755,5119,3779,320,6989,6490,6622,4346,1194,1508,2706,4842,2706,1947,39620
"MIR7975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNNT1",217,180,467,463,59,587,385,992,1084,140,96,400,588,400,232,1314
"TNNI3",1,4,2,6,0,2,2,25,16,5,0,2,6,2,0,74
"DNAAF3",11,5,30,17,4,20,48,38,58,2,2,10,24,10,6,72
"SYT5",7,10,11,14,0,8,11,16,17,0,7,27,31,27,7,92
"PTPRH",33,21,87,61,9,88,223,372,274,22,40,68,125,68,38,486
"TMEM86B",44,49,110,83,5,70,109,91,45,15,46,61,180,61,34,399
"PPP6R1",1029,1114,3683,2406,181,4170,3840,4446,2489,706,1072,1714,3263,1714,1223,13408
"MIR6804",0,1,0,2,2,1,6,1,0,0,1,5,5,5,0,35
"MIR6802",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"MIR6803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPBP1",363,401,1310,787,78,2097,1647,1060,1276,252,273,605,1122,605,579,5664
"BRSK1",198,200,404,291,17,442,438,373,392,117,207,178,499,178,108,1400
"TMEM150B",2,1,2,2,0,5,0,4,2,0,0,2,3,2,0,22
"KMT5C",161,102,486,297,55,499,396,469,344,118,104,333,402,333,124,2728
"COX6B2",31,44,81,57,3,40,47,13,36,22,44,33,69,33,23,56
"FAM71E2",0,2,0,10,1,4,14,28,50,0,4,2,11,2,4,69
"IL11",228,556,345,1272,175,878,6024,190,751,136,456,408,3209,408,2192,21481
"TMEM190",18,21,36,48,4,22,33,12,33,8,25,30,52,30,15,53
"TMEM238",6,5,25,31,2,18,46,34,15,18,7,23,20,23,8,444
"RPL28",5204,4375,15759,13467,1432,21444,23395,18198,8365,3560,3286,6697,16927,6697,5625,18328
"MIR6805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2S",218,254,1897,1247,103,2617,2762,441,707,120,185,888,1999,888,538,16228
"SNORD157",5,11,6,10,3,10,19,32,57,0,7,6,20,6,14,0
"SHISA7",0,0,0,5,0,0,0,32,43,0,0,0,0,0,2,0
"ISOC2",1089,877,2269,1954,156,4070,3266,2723,3101,627,620,1435,2548,1435,1152,25186
"ZNF628",77,95,262,222,5,288,373,197,134,25,79,107,325,107,89,2853
"NAT14",546,479,1334,1161,222,2670,1616,1429,1575,331,381,1034,1786,1034,773,2790
"SSC5D",300,293,1193,798,129,1639,1228,674,433,174,300,833,1353,833,604,6479
"SBK2",3,2,5,2,0,0,8,8,14,0,0,2,5,2,4,43
"SBK3",0,2,0,0,0,0,2,14,0,0,0,0,0,0,2,0
"ZNF579",336,283,1184,976,89,1618,1276,505,585,193,260,587,1536,587,480,9376
"FIZ1",105,75,418,180,14,339,293,228,84,73,102,137,341,137,152,1118
"ZNF524",208,167,537,298,13,896,720,751,640,140,145,240,515,240,212,4672
"ZNF865",128,82,366,195,29,371,309,161,93,86,104,208,306,208,140,2579
"ZNF784",121,153,388,289,52,537,408,503,853,70,143,230,546,230,222,1816
"ZNF580",134,105,546,372,26,703,617,376,96,106,82,221,514,221,134,4012
"ZNF581",372,334,1004,751,54,976,1327,1373,694,286,261,565,829,565,310,3835
"CCDC106",205,219,612,371,50,670,764,654,632,166,206,290,500,290,243,4106
"U2AF2",1627,1649,4939,3940,432,6394,6082,7291,7112,1122,1497,3017,5802,3017,2353,13246
"EPN1",1318,1236,4576,2720,158,6497,5508,3871,1135,878,911,2078,3355,2078,1410,37789
"NLRP9",2,0,2,2,0,3,0,8,16,0,4,0,5,0,3,5
"RFPL4A",0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0
"RFPL4AL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLRP11",0,0,0,0,0,2,4,11,19,0,0,2,4,2,0,0
"NLRP4",0,0,0,0,0,0,0,13,23,0,0,0,1,0,0,0
"NLRP13",0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0
"NLRP8",0,0,0,0,0,0,0,19,11,0,0,0,1,0,0,0
